video_id,cleaned_transcript,labels,generated_labels,unigrams,unigram_word_map,segments
Fcx8xDT8qJY,applaus canva elbow gosh hit kane kick machin oh ring stiff uhoh,"[0, 1, 352, 1039]",,"['applaus canva elbow', 'gosh hit kane', 'kick machin oh', 'ring stiff uhoh']","{'Segment-1': ['applaus', 'canva', 'elbow'], 'Segment-2': ['gosh', 'hit', 'kane'], 'Segment-3': ['kick', 'machin', 'oh'], 'Segment-4': ['ring', 'stiff', 'uhoh']}","[['applaus', 'canva', 'elbow'], ['gosh', 'hit', 'kane'], ['kick', 'machin', 'oh'], ['ring', 'stiff', 'uhoh']]"
7FOqkXPcucc,cruella flat fp go hand index key left lower middl music part pattern piano pinki put ring sharp speed take thumb whole your,"[31, 40, 57, 117]",,"['cruella flat fp go hand', 'index key left lower middl', 'music part pattern piano pinki', 'put ring sharp speed take thumb whole your']","{'Segment-1': ['cruella', 'flat', 'fp', 'go', 'hand'], 'Segment-2': ['index', 'key', 'left', 'lower', 'middl'], 'Segment-3': ['music', 'part', 'pattern', 'piano', 'pinki'], 'Segment-4': ['put', 'ring', 'sharp', 'speed', 'take']}","[['cruella', 'flat', 'fp', 'go', 'hand'], ['index', 'key', 'left', 'lower', 'middl'], ['music', 'part', 'pattern', 'piano', 'pinki'], ['put', 'ring', 'sharp', 'speed', 'take']]"
yMnwwrVfUHw,area baron brick build figur guy kind lighthous lore lot mayb place town yeah,"[0, 1, 27, 313]",,"['area baron brick', 'build figur guy', 'kind lighthous lore', 'lot mayb place town yeah']","{'Segment-1': ['area', 'baron', 'brick'], 'Segment-2': ['build', 'figur', 'guy'], 'Segment-3': ['kind', 'lighthous', 'lore'], 'Segment-4': ['lot', 'mayb', 'place', 'town', 'yeah']}","[['area', 'baron', 'brick'], ['build', 'figur', 'guy'], ['kind', 'lighthous', 'lore'], ['lot', 'mayb', 'place', 'town', 'yeah']]"
rvZ0m0n5tlo,aspect bust cop earn firstperson patrol point progress race racer rival roblox shooter sort soup speed undercov unlock want weve world youll,"[0, 1, 258, 2795]",,"['aspect bust cop earn firstperson', 'patrol point progress race racer', 'rival roblox shooter sort soup', 'speed undercov unlock want weve world youll']","{'Segment-1': ['aspect', 'bust', 'cop', 'earn', 'firstperson'], 'Segment-2': ['patrol', 'point', 'progress', 'race', 'racer'], 'Segment-3': ['rival', 'roblox', 'shooter', 'sort', 'soup'], 'Segment-4': ['speed', 'undercov', 'unlock', 'want', 'weve']}","[['aspect', 'bust', 'cop', 'earn', 'firstperson'], ['patrol', 'point', 'progress', 'race', 'racer'], ['rival', 'roblox', 'shooter', 'sort', 'soup'], ['speed', 'undercov', 'unlock', 'want', 'weve']]"
SKKaMDNOx8w,bomb co fanat fnatic get go he lane lovel omg one pek toward tri troubl,"[0, 42, 111]",,"['bomb co fanat', 'fnatic get go', 'he lane lovel', 'omg one pek toward tri troubl']","{'Segment-1': ['bomb', 'co', 'fanat'], 'Segment-2': ['fnatic', 'get', 'go'], 'Segment-3': ['he', 'lane', 'lovel'], 'Segment-4': ['omg', 'one', 'pek', 'toward', 'tri']}","[['bomb', 'co', 'fanat'], ['fnatic', 'get', 'go'], ['he', 'lane', 'lovel'], ['omg', 'one', 'pek', 'toward', 'tri']]"
X9G7yPB6q4o,awesom burger dont egg food fri hamburg like mama meat nutmeg oh pan pepper,"[0, 1, 5, 813]",,"['awesom burger dont', 'egg food fri', 'hamburg like mama', 'meat nutmeg oh pan pepper']","{'Segment-1': ['awesom', 'burger', 'dont'], 'Segment-2': ['egg', 'food', 'fri'], 'Segment-3': ['hamburg', 'like', 'mama'], 'Segment-4': ['meat', 'nutmeg', 'oh', 'pan', 'pepper']}","[['awesom', 'burger', 'dont'], ['egg', 'food', 'fri'], ['hamburg', 'like', 'mama'], ['meat', 'nutmeg', 'oh', 'pan', 'pepper']]"
qseRtY5eX94,air compressor foam grip instal nozzl one push put rubber tip use,"[53, 58, 163]",,"['air compressor foam', 'grip instal nozzl', 'one push put', 'rubber tip use']","{'Segment-1': ['air', 'compressor', 'foam'], 'Segment-2': ['grip', 'instal', 'nozzl'], 'Segment-3': ['one', 'push', 'put'], 'Segment-4': ['rubber', 'tip', 'use']}","[['air', 'compressor', 'foam'], ['grip', 'instal', 'nozzl'], ['one', 'push', 'put'], ['rubber', 'tip', 'use']]"
QnFA1poK2gI,begin choos exercis felicia fit game glimps help martial person shape squat tailor trainer ubisoft work workout yoga,"[105, 1296]",,"['begin choos exercis felicia', 'fit game glimps help', 'martial person shape squat', 'tailor trainer ubisoft work workout yoga']","{'Segment-1': ['begin', 'choos', 'exercis', 'felicia'], 'Segment-2': ['fit', 'game', 'glimps', 'help'], 'Segment-3': ['martial', 'person', 'shape', 'squat'], 'Segment-4': ['tailor', 'trainer', 'ubisoft', 'work', 'workout']}","[['begin', 'choos', 'exercis', 'felicia'], ['fit', 'game', 'glimps', 'help'], ['martial', 'person', 'shape', 'squat'], ['tailor', 'trainer', 'ubisoft', 'work', 'workout']]"
Y1AanOtLyeQ,break danc day dre dream fall feel foolish gone heart ill laugh longer love morn music never night pass remain somebodi wor,"[39, 181, 216, 222, 249]",,"['break danc day dre dream', 'fall feel foolish gone heart', 'ill laugh longer love morn', 'music never night pass remain somebodi wor']","{'Segment-1': ['break', 'danc', 'day', 'dre', 'dream'], 'Segment-2': ['fall', 'feel', 'foolish', 'gone', 'heart'], 'Segment-3': ['ill', 'laugh', 'longer', 'love', 'morn'], 'Segment-4': ['music', 'never', 'night', 'pass', 'remain']}","[['break', 'danc', 'day', 'dre', 'dream'], ['fall', 'feel', 'foolish', 'gone', 'heart'], ['ill', 'laugh', 'longer', 'love', 'morn'], ['music', 'never', 'night', 'pass', 'remain']]"
Y1e2EmF320k,adapt bore carburetor cinch fuel gasket go instal leak line littl manifold mount port snug squar tighter vacuum,"[2, 7, 90, 1575]",,"['adapt bore carburetor cinch', 'fuel gasket go instal', 'leak line littl manifold', 'mount port snug squar tighter vacuum']","{'Segment-1': ['adapt', 'bore', 'carburetor', 'cinch'], 'Segment-2': ['fuel', 'gasket', 'go', 'instal'], 'Segment-3': ['leak', 'line', 'littl', 'manifold'], 'Segment-4': ['mount', 'port', 'snug', 'squar', 'tighter']}","[['adapt', 'bore', 'carburetor', 'cinch'], ['fuel', 'gasket', 'go', 'instal'], ['leak', 'line', 'littl', 'manifold'], ['mount', 'port', 'snug', 'squar', 'tighter']]"
aDHXtMWHryo,bo music oh uh,"[5, 16, 99]",,"['bo', 'music', 'oh', 'uh']","{'Segment-1': ['bo'], 'Segment-2': ['music'], 'Segment-3': ['oh'], 'Segment-4': ['uh']}","[['bo'], ['music'], ['oh'], ['uh']]"
P2OSUpTenrQ,dear die filthi fire fright goodbi kiss let merri night slowli snow sow storm warm,[99],,"['dear die filthi', 'fire fright goodbi', 'kiss let merri', 'night slowli snow sow storm warm']","{'Segment-1': ['dear', 'die', 'filthi'], 'Segment-2': ['fire', 'fright', 'goodbi'], 'Segment-3': ['kiss', 'let', 'merri'], 'Segment-4': ['night', 'slowli', 'snow', 'sow', 'storm']}","[['dear', 'die', 'filthi'], ['fire', 'fright', 'goodbi'], ['kiss', 'let', 'merri'], ['night', 'slowli', 'snow', 'sow', 'storm']]"
NK7cEfs8JAE,babi behind bu come cred doctor good man music promis puti shot style unp,"[0, 1, 27]",,"['babi behind bu', 'come cred doctor', 'good man music', 'promis puti shot style unp']","{'Segment-1': ['babi', 'behind', 'bu'], 'Segment-2': ['come', 'cred', 'doctor'], 'Segment-3': ['good', 'man', 'music'], 'Segment-4': ['promis', 'puti', 'shot', 'style', 'unp']}","[['babi', 'behind', 'bu'], ['come', 'cred', 'doctor'], ['good', 'man', 'music'], ['promis', 'puti', 'shot', 'style', 'unp']]"
eBJaTVklPcE,bank blow cant cuz day go im imma money sp take weed,[14],,"['bank blow cant', 'cuz day go', 'im imma money', 'sp take weed']","{'Segment-1': ['bank', 'blow', 'cant'], 'Segment-2': ['cuz', 'day', 'go'], 'Segment-3': ['im', 'imma', 'money'], 'Segment-4': ['sp', 'take', 'weed']}","[['bank', 'blow', 'cant'], ['cuz', 'day', 'go'], ['im', 'imma', 'money'], ['sp', 'take', 'weed']]"
FYnlSECGQqs,alcohol amaz beer citru hop ipa pineappl smell tast um,"[11, 229, 749, 2945]",,"['alcohol amaz', 'beer citru', 'hop ipa', 'pineappl smell tast um']","{'Segment-1': ['alcohol', 'amaz'], 'Segment-2': ['beer', 'citru'], 'Segment-3': ['hop', 'ipa'], 'Segment-4': ['pineappl', 'smell', 'tast', 'um']}","[['alcohol', 'amaz'], ['beer', 'citru'], ['hop', 'ipa'], ['pineappl', 'smell', 'tast', 'um']]"
KcPDYbMDWUc,music,"[15, 18, 60, 87, 365, 536, 545, 1696]",,"['music', '', '', '']","{'Segment-1': ['music'], 'Segment-2': [], 'Segment-3': [], 'Segment-4': []}","[['music'], [], [], []]"
FHbVlJv5Kqc,danc day everi foreign make night um usual wanna,[161],,"['danc day', 'everi foreign', 'make night', 'um usual wanna']","{'Segment-1': ['danc', 'day'], 'Segment-2': ['everi', 'foreign'], 'Segment-3': ['make', 'night'], 'Segment-4': ['um', 'usual', 'wanna']}","[['danc', 'day'], ['everi', 'foreign'], ['make', 'night'], ['um', 'usual', 'wanna']]"
EmkJ7ihu3lY,alon chemic demon fade im knife lift light linger love neon poison rememb rose shiver spine,"[9, 14, 40]",,"['alon chemic demon fade', 'im knife lift light', 'linger love neon poison', 'rememb rose shiver spine']","{'Segment-1': ['alon', 'chemic', 'demon', 'fade'], 'Segment-2': ['im', 'knife', 'lift', 'light'], 'Segment-3': ['linger', 'love', 'neon', 'poison'], 'Segment-4': ['rememb', 'rose', 'shiver', 'spine']}","[['alon', 'chemic', 'demon', 'fade'], ['im', 'knife', 'lift', 'light'], ['linger', 'love', 'neon', 'poison'], ['rememb', 'rose', 'shiver', 'spine']]"
EswH2xWBNwQ,,"[191, 299]",,"['', '', '', '']",{},[]
BOv1gyDOocA,area batman crane damn dont folk garbag go god gordon grab lunat medic oh rachel rampag save,"[0, 1, 35, 268]",,"['area batman crane damn', 'dont folk garbag go', 'god gordon grab lunat', 'medic oh rachel rampag save']","{'Segment-1': ['area', 'batman', 'crane', 'damn'], 'Segment-2': ['dont', 'folk', 'garbag', 'go'], 'Segment-3': ['god', 'gordon', 'grab', 'lunat'], 'Segment-4': ['medic', 'oh', 'rachel', 'rampag', 'save']}","[['area', 'batman', 'crane', 'damn'], ['dont', 'folk', 'garbag', 'go'], ['god', 'gordon', 'grab', 'lunat'], ['medic', 'oh', 'rachel', 'rampag', 'save']]"
PjVpwq2Rdkg,chiti choos fl jade never power sm subzero sure victori,"[0, 1, 69, 478, 3308]",,"['chiti choos', 'fl jade', 'never power', 'sm subzero sure victori']","{'Segment-1': ['chiti', 'choos'], 'Segment-2': ['fl', 'jade'], 'Segment-3': ['never', 'power'], 'Segment-4': ['sm', 'subzero', 'sure', 'victori']}","[['chiti', 'choos'], ['fl', 'jade'], ['never', 'power'], ['sm', 'subzero', 'sure', 'victori']]"
A5W5mJdxQWc,beam burst cone death fire gun hipfir hitfir laser machin mag mp okay rang uh use,"[0, 1, 35, 124, 287]",,"['beam burst cone death', 'fire gun hipfir hitfir', 'laser machin mag mp', 'okay rang uh use']","{'Segment-1': ['beam', 'burst', 'cone', 'death'], 'Segment-2': ['fire', 'gun', 'hipfir', 'hitfir'], 'Segment-3': ['laser', 'machin', 'mag', 'mp'], 'Segment-4': ['okay', 'rang', 'uh', 'use']}","[['beam', 'burst', 'cone', 'death'], ['fire', 'gun', 'hipfir', 'hitfir'], ['laser', 'machin', 'mag', 'mp'], ['okay', 'rang', 'uh', 'use']]"
Rkia6LYlFcE,camera compar comparison frontfac galaxi htc imag iphon light low music photo record samsung smartphon stabil video,"[21, 23, 24, 73, 115, 158]",,"['camera compar comparison frontfac', 'galaxi htc imag iphon', 'light low music photo', 'record samsung smartphon stabil video']","{'Segment-1': ['camera', 'compar', 'comparison', 'frontfac'], 'Segment-2': ['galaxi', 'htc', 'imag', 'iphon'], 'Segment-3': ['light', 'low', 'music', 'photo'], 'Segment-4': ['record', 'samsung', 'smartphon', 'stabil', 'video']}","[['camera', 'compar', 'comparison', 'frontfac'], ['galaxi', 'htc', 'imag', 'iphon'], ['light', 'low', 'music', 'photo'], ['record', 'samsung', 'smartphon', 'stabil', 'video']]"
uZsZJly1tmQ,bad bigot bird cat chlamydia copyright dont eat food guy jerri like mous sylvest tom tv tweeti,[1857],,"['bad bigot bird cat', 'chlamydia copyright dont eat', 'food guy jerri like', 'mous sylvest tom tv tweeti']","{'Segment-1': ['bad', 'bigot', 'bird', 'cat'], 'Segment-2': ['chlamydia', 'copyright', 'dont', 'eat'], 'Segment-3': ['food', 'guy', 'jerri', 'like'], 'Segment-4': ['mous', 'sylvest', 'tom', 'tv', 'tweeti']}","[['bad', 'bigot', 'bird', 'cat'], ['chlamydia', 'copyright', 'dont', 'eat'], ['food', 'guy', 'jerri', 'like'], ['mous', 'sylvest', 'tom', 'tv', 'tweeti']]"
KVEtn_gkmGk,appl ass bottom damn danc floor friend jean like lip mommi pant shake wo,[14],,"['appl ass bottom', 'damn danc floor', 'friend jean like', 'lip mommi pant shake wo']","{'Segment-1': ['appl', 'ass', 'bottom'], 'Segment-2': ['damn', 'danc', 'floor'], 'Segment-3': ['friend', 'jean', 'like'], 'Segment-4': ['lip', 'mommi', 'pant', 'shake', 'wo']}","[['appl', 'ass', 'bottom'], ['damn', 'danc', 'floor'], ['friend', 'jean', 'like'], ['lip', 'mommi', 'pant', 'shake', 'wo']]"
6RWvREVkANs,alpin altern amp blow box got kendal know landladi latch loud oh pound put right sound trunk uh um,"[2, 7]",,"['alpin altern amp blow', 'box got kendal know', 'landladi latch loud oh', 'pound put right sound trunk uh um']","{'Segment-1': ['alpin', 'altern', 'amp', 'blow'], 'Segment-2': ['box', 'got', 'kendal', 'know'], 'Segment-3': ['landladi', 'latch', 'loud', 'oh'], 'Segment-4': ['pound', 'put', 'right', 'sound', 'trunk']}","[['alpin', 'altern', 'amp', 'blow'], ['box', 'got', 'kendal', 'know'], ['landladi', 'latch', 'loud', 'oh'], ['pound', 'put', 'right', 'sound', 'trunk']]"
6ZI532c-ips,applaus decent foot music yeah,"[0, 12]",,"['applaus', 'decent', 'foot', 'music yeah']","{'Segment-1': ['applaus'], 'Segment-2': ['decent'], 'Segment-3': ['foot'], 'Segment-4': ['music', 'yeah']}","[['applaus'], ['decent'], ['foot'], ['music', 'yeah']]"
HLkasWrO8l8,ballet contact cough curli didnt express eye hair like soft um vanessa wear,"[50, 65, 256, 493]",,"['ballet contact cough', 'curli didnt express', 'eye hair like', 'soft um vanessa wear']","{'Segment-1': ['ballet', 'contact', 'cough'], 'Segment-2': ['curli', 'didnt', 'express'], 'Segment-3': ['eye', 'hair', 'like'], 'Segment-4': ['soft', 'um', 'vanessa', 'wear']}","[['ballet', 'contact', 'cough'], ['curli', 'didnt', 'express'], ['eye', 'hair', 'like'], ['soft', 'um', 'vanessa', 'wear']]"
ZNKU1MoyMXU,away cannon cart climb cover eavesdrop forward get guard he hide hundr jump map move sabotag spot turn walk,"[0, 1, 35, 285, 904]",,"['away cannon cart climb', 'cover eavesdrop forward get', 'guard he hide hundr', 'jump map move sabotag spot turn walk']","{'Segment-1': ['away', 'cannon', 'cart', 'climb'], 'Segment-2': ['cover', 'eavesdrop', 'forward', 'get'], 'Segment-3': ['guard', 'he', 'hide', 'hundr'], 'Segment-4': ['jump', 'map', 'move', 'sabotag', 'spot']}","[['away', 'cannon', 'cart', 'climb'], ['cover', 'eavesdrop', 'forward', 'get'], ['guard', 'he', 'hide', 'hundr'], ['jump', 'map', 'move', 'sabotag', 'spot']]"
ZXqmLXmRswA,blue bye oh uh wow,"[0, 1, 5, 739]",,"['blue', 'bye', 'oh', 'uh wow']","{'Segment-1': ['blue'], 'Segment-2': ['bye'], 'Segment-3': ['oh'], 'Segment-4': ['uh', 'wow']}","[['blue'], ['bye'], ['oh'], ['uh', 'wow']]"
XUOeq4IWuAI,attract driveway eco fit gravel grid growth materi rut surfac,"[2, 7]",,"['attract driveway', 'eco fit', 'gravel grid', 'growth materi rut surfac']","{'Segment-1': ['attract', 'driveway'], 'Segment-2': ['eco', 'fit'], 'Segment-3': ['gravel', 'grid'], 'Segment-4': ['growth', 'materi', 'rut', 'surfac']}","[['attract', 'driveway'], ['eco', 'fit'], ['gravel', 'grid'], ['growth', 'materi', 'rut', 'surfac']]"
nMk3ZzZBSBs,big cannonbal differ ecentr elbow extraor grandfath grip hang lot mechan mimic palm posit pullup rotat start tilt toward wrist,[1103],,"['big cannonbal differ ecentr elbow', 'extraor grandfath grip hang lot', 'mechan mimic palm posit pullup', 'rotat start tilt toward wrist']","{'Segment-1': ['big', 'cannonbal', 'differ', 'ecentr', 'elbow'], 'Segment-2': ['extraor', 'grandfath', 'grip', 'hang', 'lot'], 'Segment-3': ['mechan', 'mimic', 'palm', 'posit', 'pullup'], 'Segment-4': ['rotat', 'start', 'tilt', 'toward', 'wrist']}","[['big', 'cannonbal', 'differ', 'ecentr', 'elbow'], ['extraor', 'grandfath', 'grip', 'hang', 'lot'], ['mechan', 'mimic', 'palm', 'posit', 'pullup'], ['rotat', 'start', 'tilt', 'toward', 'wrist']]"
O-8RkRDLZl4,actual batteri bunch calcul circuit coil emp five high humid let make mosquito put remov reset safe sure transform tri turn uh um volt voltag,"[1233, 3592]",,"['actual batteri bunch calcul circuit coil', 'emp five high humid let make', 'mosquito put remov reset safe sure', 'transform tri turn uh um volt voltag']","{'Segment-1': ['actual', 'batteri', 'bunch', 'calcul', 'circuit'], 'Segment-2': ['emp', 'five', 'high', 'humid', 'let'], 'Segment-3': ['mosquito', 'put', 'remov', 'reset', 'safe'], 'Segment-4': ['transform', 'tri', 'turn', 'uh', 'um']}","[['actual', 'batteri', 'bunch', 'calcul', 'circuit'], ['emp', 'five', 'high', 'humid', 'let'], ['mosquito', 'put', 'remov', 'reset', 'safe'], ['transform', 'tri', 'turn', 'uh', 'um']]"
O37r_pTtGr4,applaus audienc beain bed bomi bra breez cold countri dish distanc drink fever jam kitchen listen meant met much music pain road say sing su thank theow tree understand voic way work yeah youl,"[3, 6, 8]",,"['applaus audienc beain bed bomi bra breez cold', 'countri dish distanc drink fever jam kitchen listen', 'meant met much music pain road say sing', 'su thank theow tree understand voic way work yeah youl']","{'Segment-1': ['applaus', 'audienc', 'beain', 'bed', 'bomi'], 'Segment-2': ['countri', 'dish', 'distanc', 'drink', 'fever'], 'Segment-3': ['meant', 'met', 'much', 'music', 'pain'], 'Segment-4': ['su', 'thank', 'theow', 'tree', 'understand']}","[['applaus', 'audienc', 'beain', 'bed', 'bomi'], ['countri', 'dish', 'distanc', 'drink', 'fever'], ['meant', 'met', 'much', 'music', 'pain'], ['su', 'thank', 'theow', 'tree', 'understand']]"
OMlJcZzu5Yc,amino condition fast faster fortifi grow hair maximum minimum scalp shampoo supercharg therapi,"[50, 850, 931]",,"['amino condition fast', 'faster fortifi grow', 'hair maximum minimum', 'scalp shampoo supercharg therapi']","{'Segment-1': ['amino', 'condition', 'fast'], 'Segment-2': ['faster', 'fortifi', 'grow'], 'Segment-3': ['hair', 'maximum', 'minimum'], 'Segment-4': ['scalp', 'shampoo', 'supercharg', 'therapi']}","[['amino', 'condition', 'fast'], ['faster', 'fortifi', 'grow'], ['hair', 'maximum', 'minimum'], ['scalp', 'shampoo', 'supercharg', 'therapi']]"
pQj9uHmBS8g,applaus away fli hand head keep music want,"[141, 255]",,"['applaus away', 'fli hand', 'head keep', 'music want']","{'Segment-1': ['applaus', 'away'], 'Segment-2': ['fli', 'hand'], 'Segment-3': ['head', 'keep'], 'Segment-4': ['music', 'want']}","[['applaus', 'away'], ['fli', 'hand'], ['head', 'keep'], ['music', 'want']]"
-CQxyzPNTV8,atm board cheap chip even get like local lousi realli shop skate skateboard snap um,"[68, 72, 945]",,"['atm board cheap', 'chip even get', 'like local lousi', 'realli shop skate skateboard snap um']","{'Segment-1': ['atm', 'board', 'cheap'], 'Segment-2': ['chip', 'even', 'get'], 'Segment-3': ['like', 'local', 'lousi'], 'Segment-4': ['realli', 'shop', 'skate', 'skateboard', 'snap']}","[['atm', 'board', 'cheap'], ['chip', 'even', 'get'], ['like', 'local', 'lousi'], ['realli', 'shop', 'skate', 'skateboard', 'snap']]"
4Ke7q84IKTQ,anymor beta chariti date day decid donat go hospit im life lore make money much patreon qa schedul still stream th thank uh upload,"[0, 93, 102]",,"['anymor beta chariti date day decid', 'donat go hospit im life lore', 'make money much patreon qa schedul', 'still stream th thank uh upload']","{'Segment-1': ['anymor', 'beta', 'chariti', 'date', 'day'], 'Segment-2': ['donat', 'go', 'hospit', 'im', 'life'], 'Segment-3': ['make', 'money', 'much', 'patreon', 'qa'], 'Segment-4': ['still', 'stream', 'th', 'thank', 'uh']}","[['anymor', 'beta', 'chariti', 'date', 'day'], ['donat', 'go', 'hospit', 'im', 'life'], ['make', 'money', 'much', 'patreon', 'qa'], ['still', 'stream', 'th', 'thank', 'uh']]"
XYRUN9sEbSA,apart blade caus check click dust focu gear knife object piec pinion rele someth sound spare tooth,"[2, 7, 729]",,"['apart blade caus check', 'click dust focu gear', 'knife object piec pinion', 'rele someth sound spare tooth']","{'Segment-1': ['apart', 'blade', 'caus', 'check'], 'Segment-2': ['click', 'dust', 'focu', 'gear'], 'Segment-3': ['knife', 'object', 'piec', 'pinion'], 'Segment-4': ['rele', 'someth', 'sound', 'spare', 'tooth']}","[['apart', 'blade', 'caus', 'check'], ['click', 'dust', 'focu', 'gear'], ['knife', 'object', 'piec', 'pinion'], ['rele', 'someth', 'sound', 'spare', 'tooth']]"
SpHu4vgfnb0,accent ahead coat color complet dri go gonna guy hansen im like line nail okay pink put right salli second silver tape,"[49, 181, 216, 222]",,"['accent ahead coat color complet', 'dri go gonna guy hansen', 'im like line nail okay', 'pink put right salli second silver tape']","{'Segment-1': ['accent', 'ahead', 'coat', 'color', 'complet'], 'Segment-2': ['dri', 'go', 'gonna', 'guy', 'hansen'], 'Segment-3': ['im', 'like', 'line', 'nail', 'okay'], 'Segment-4': ['pink', 'put', 'right', 'salli', 'second']}","[['accent', 'ahead', 'coat', 'color', 'complet'], ['dri', 'go', 'gonna', 'guy', 'hansen'], ['im', 'like', 'line', 'nail', 'okay'], ['pink', 'put', 'right', 'salli', 'second']]"
msmVDlNOgMo,ahead alley bile bite carv champion che consumpt dead decay dinner faith feast flesh friend grant hall host hungri invit lay meal mira mord newest viola wallow wretched,"[0, 1, 357, 372]",,"['ahead alley bile bite carv champion che', 'consumpt dead decay dinner faith feast flesh', 'friend grant hall host hungri invit lay', 'meal mira mord newest viola wallow wretched']","{'Segment-1': ['ahead', 'alley', 'bile', 'bite', 'carv'], 'Segment-2': ['consumpt', 'dead', 'decay', 'dinner', 'faith'], 'Segment-3': ['friend', 'grant', 'hall', 'host', 'hungri'], 'Segment-4': ['meal', 'mira', 'mord', 'newest', 'viola']}","[['ahead', 'alley', 'bile', 'bite', 'carv'], ['consumpt', 'dead', 'decay', 'dinner', 'faith'], ['friend', 'grant', 'hall', 'host', 'hungri'], ['meal', 'mira', 'mord', 'newest', 'viola']]"
hT4TrUNiwAQ,applaus fell flower foreign legaci music mysteri remain unresolv vase,"[15, 18, 170, 314]",,"['applaus fell', 'flower foreign', 'legaci music', 'mysteri remain unresolv vase']","{'Segment-1': ['applaus', 'fell'], 'Segment-2': ['flower', 'foreign'], 'Segment-3': ['legaci', 'music'], 'Segment-4': ['mysteri', 'remain', 'unresolv', 'vase']}","[['applaus', 'fell'], ['flower', 'foreign'], ['legaci', 'music'], ['mysteri', 'remain', 'unresolv', 'vase']]"
vKg3UEMHvcs,channel color cooki dp ear elmo emblem go guy know make monster one ornat page pikachu quick sword tutori um want,"[0, 36, 147, 1119]",,"['channel color cooki dp ear', 'elmo emblem go guy know', 'make monster one ornat page', 'pikachu quick sword tutori um want']","{'Segment-1': ['channel', 'color', 'cooki', 'dp', 'ear'], 'Segment-2': ['elmo', 'emblem', 'go', 'guy', 'know'], 'Segment-3': ['make', 'monster', 'one', 'ornat', 'page'], 'Segment-4': ['pikachu', 'quick', 'sword', 'tutori', 'um']}","[['channel', 'color', 'cooki', 'dp', 'ear'], ['elmo', 'emblem', 'go', 'guy', 'know'], ['make', 'monster', 'one', 'ornat', 'page'], ['pikachu', 'quick', 'sword', 'tutori', 'um']]"
AEORjHcT9T8,appl asu function iphon lg offer pebbl smartwatch third urban watch zen zenat,"[21, 23, 24, 115, 343, 858]",,"['appl asu function', 'iphon lg offer', 'pebbl smartwatch third', 'urban watch zen zenat']","{'Segment-1': ['appl', 'asu', 'function'], 'Segment-2': ['iphon', 'lg', 'offer'], 'Segment-3': ['pebbl', 'smartwatch', 'third'], 'Segment-4': ['urban', 'watch', 'zen', 'zenat']}","[['appl', 'asu', 'function'], ['iphon', 'lg', 'offer'], ['pebbl', 'smartwatch', 'third'], ['urban', 'watch', 'zen', 'zenat']]"
AFJxY6EmiV8,bradley cotto dont fight fighter mayweath pacquiao pursu sens tension think tko uh um,"[92, 1866]",,"['bradley cotto dont', 'fight fighter mayweath', 'pacquiao pursu sens', 'tension think tko uh um']","{'Segment-1': ['bradley', 'cotto', 'dont'], 'Segment-2': ['fight', 'fighter', 'mayweath'], 'Segment-3': ['pacquiao', 'pursu', 'sens'], 'Segment-4': ['tension', 'think', 'tko', 'uh', 'um']}","[['bradley', 'cotto', 'dont'], ['fight', 'fighter', 'mayweath'], ['pacquiao', 'pursu', 'sens'], ['tension', 'think', 'tko', 'uh', 'um']]"
iJrmF1fbhCg,bike brake electr esc instal motor nitro recommend ripper servo set standard steer wire,"[2, 30, 64, 149]",,"['bike brake electr', 'esc instal motor', 'nitro recommend ripper', 'servo set standard steer wire']","{'Segment-1': ['bike', 'brake', 'electr'], 'Segment-2': ['esc', 'instal', 'motor'], 'Segment-3': ['nitro', 'recommend', 'ripper'], 'Segment-4': ['servo', 'set', 'standard', 'steer', 'wire']}","[['bike', 'brake', 'electr'], ['esc', 'instal', 'motor'], ['nitro', 'recommend', 'ripper'], ['servo', 'set', 'standard', 'steer', 'wire']]"
AUkVufk_zBE,begin brand control danc dream even feet good got hey im life live oh pray reach shout sing smile soul spin take world yeah,[12],,"['begin brand control danc dream even', 'feet good got hey im life', 'live oh pray reach shout sing', 'smile soul spin take world yeah']","{'Segment-1': ['begin', 'brand', 'control', 'danc', 'dream'], 'Segment-2': ['feet', 'good', 'got', 'hey', 'im'], 'Segment-3': ['live', 'oh', 'pray', 'reach', 'shout'], 'Segment-4': ['smile', 'soul', 'spin', 'take', 'world']}","[['begin', 'brand', 'control', 'danc', 'dream'], ['feet', 'good', 'got', 'hey', 'im'], ['live', 'oh', 'pray', 'reach', 'shout'], ['smile', 'soul', 'spin', 'take', 'world']]"
SYBegjVGfqU,applaus music oh sh,"[2, 7, 344]",,"['applaus', 'music', 'oh', 'sh']","{'Segment-1': ['applaus'], 'Segment-2': ['music'], 'Segment-3': ['oh'], 'Segment-4': ['sh']}","[['applaus'], ['music'], ['oh'], ['sh']]"
