video_id,cleaned_transcript,labels,generated_labels,unigrams,unigram_word_map,segments,GPT_answer
lG5QO_UWgX0,chef cook fabio feta flavor food oil oliv restaur smell virgin,"['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Vegetable', '', 'Cooking show', 'Outline of meals', 'Pasta', 'Italian cuisine']",,"['chef cook', 'fabio feta', 'flavor food', 'oil oliv restaur smell virgin']","{'Segment-1': ['chef', 'cook'], 'Segment-2': ['fabio', 'feta'], 'Segment-3': ['flavor', 'food'], 'Segment-4': ['oil', 'oliv', 'restaur', 'smell', 'virgin']}","[['chef', 'cook'], ['fabio', 'feta'], ['flavor', 'food'], ['oil', 'oliv', 'restaur', 'smell', 'virgin']]","['Topic: Chef Cook', 'Topic: Fabio Feta', 'Topic: Flavor in Food', 'Topic: Virgin Olive Oil Restaurant Smell']"
oMiXCt_P3mU,actual ball bestsel buy dragon fight game item mean play rpg stuff uniqu want xenovers,"['Game', 'Video game', 'Cartoon', 'Dragon Ball', 'Goku', 'Dragon Ball Xenoverse']",,"['actual ball bestsel', 'buy dragon fight', 'game item mean', 'play rpg stuff uniqu want xenovers']","{'Segment-1': ['actual', 'ball', 'bestsel'], 'Segment-2': ['buy', 'dragon', 'fight'], 'Segment-3': ['game', 'item', 'mean'], 'Segment-4': ['play', 'rpg', 'stuff', 'uniqu', 'want']}","[['actual', 'ball', 'bestsel'], ['buy', 'dragon', 'fight'], ['game', 'item', 'mean'], ['play', 'rpg', 'stuff', 'uniqu', 'want']]","['Topic: Bestselling actual ball.', 'Topic: Buy Dragon Fight', 'Topic: Game item meaning.', 'Topic: Unique RPG Gameplay']"
MGUe99_xyQ4,butter fraction heal moistur natur shea skin unrefin,['Hair'],,"['butter fraction', 'heal moistur', 'natur shea', 'skin unrefin']","{'Segment-1': ['butter', 'fraction'], 'Segment-2': ['heal', 'moistur'], 'Segment-3': ['natur', 'shea'], 'Segment-4': ['skin', 'unrefin']}","[['butter', 'fraction'], ['heal', 'moistur'], ['natur', 'shea'], ['skin', 'unrefin']]","['Topic: butter fraction', 'Topic: Heal Moisturizer', 'Topic: Natural Shea.', 'Topic: Unrefined Skin.']"
etzp9hLEGcc,better chemistri coach defens didnt game get guy hard he kevin know paul play practic rebound season starer starter team tonight uh um well,['Basketball'],,"['better chemistri coach defens didnt game', 'get guy hard he kevin know', 'paul play practic rebound season starer', 'starter team tonight uh um well']","{'Segment-1': ['better', 'chemistri', 'coach', 'defens', 'didnt'], 'Segment-2': ['get', 'guy', 'hard', 'he', 'kevin'], 'Segment-3': ['paul', 'play', 'practic', 'rebound', 'season'], 'Segment-4': ['starter', 'team', 'tonight', 'uh', 'um']}","[['better', 'chemistri', 'coach', 'defens', 'didnt'], ['get', 'guy', 'hard', 'he', 'kevin'], ['paul', 'play', 'practic', 'rebound', 'season'], ['starter', 'team', 'tonight', 'uh', 'um']]","[""Topic: Better chemistry coach didn't."", 'Topic: Kevin gets hard, guy.', 'Topic: Paul plays practice rebound season.', 'Topic: Starter team tonight.']"
xbrvK79A75Y,chart empti finger first fourth fret music second sequenc short third,"['Guitar', 'String instrument', 'Acoustic guitar']",,"['chart empti', 'finger first', 'fourth fret', 'music second sequenc short third']","{'Segment-1': ['chart', 'empti'], 'Segment-2': ['finger', 'first'], 'Segment-3': ['fourth', 'fret'], 'Segment-4': ['music', 'second', 'sequenc', 'short', 'third']}","[['chart', 'empti'], ['finger', 'first'], ['fourth', 'fret'], ['music', 'second', 'sequenc', 'short', 'third']]","['Topic: Empty Chart.', 'Topic: Finger First', 'Topic: Fourth fret.', 'Topic: Short second music sequence third.']"
c60goP-vtEg,ahead auction bravosix bridg bugger casualti cedric centuri comp compani copter divot extract fovea get gunship hold let move notch odom pic preregist preschool regroup scalia scout sir spotlight stay,"['Game', 'Video game', 'Call of Duty', 'First-person shooter', 'Call of Duty 4: Modern Warfare']",,"['ahead auction bravosix bridg bugger casualti cedric', 'centuri comp compani copter divot extract fovea', 'get gunship hold let move notch odom', 'pic preregist preschool regroup scalia scout sir spotlight stay']","{'Segment-1': ['ahead', 'auction', 'bravosix', 'bridg', 'bugger'], 'Segment-2': ['centuri', 'comp', 'compani', 'copter', 'divot'], 'Segment-3': ['get', 'gunship', 'hold', 'let', 'move'], 'Segment-4': ['pic', 'preregist', 'preschool', 'regroup', 'scalia']}","[['ahead', 'auction', 'bravosix', 'bridg', 'bugger'], ['centuri', 'comp', 'compani', 'copter', 'divot'], ['get', 'gunship', 'hold', 'let', 'move'], ['pic', 'preregist', 'preschool', 'regroup', 'scalia']]","['Topic: Ahead Auction BravoSix Bridg Bugger.', 'Topic: Centuri Company Copter Divot.', 'Topic: Gunship hold let move.', 'Topic: Pic preregist preschool regroup Scalia.']"
c8cz6yAmSn8,atla control enemi failur fire friendli hile lead leader lost onlin reload suppress uav unaccept weve,"['Game', 'Video game', 'Call of Duty', 'Call of Duty: Advanced Warfare']",,"['atla control enemi failur', 'fire friendli hile lead', 'leader lost onlin reload', 'suppress uav unaccept weve']","{'Segment-1': ['atla', 'control', 'enemi', 'failur'], 'Segment-2': ['fire', 'friendli', 'hile', 'lead'], 'Segment-3': ['leader', 'lost', 'onlin', 'reload'], 'Segment-4': ['suppress', 'uav', 'unaccept', 'weve']}","[['atla', 'control', 'enemi', 'failur'], ['fire', 'friendli', 'hile', 'lead'], ['leader', 'lost', 'onlin', 'reload'], ['suppress', 'uav', 'unaccept', 'weve']]","['Topic: Atla control enemy failure.', 'Topic: Fire-friendly wildlife lead.', 'Topic: Leader lost online reload.', 'Topic: UAV Suppression and Acceptance']"
oB6skFlozWA,backpack bother green littl name particularli poni realli shaniqua stephani swag thing word,"['Hair', 'Dreadlocks']",,"['backpack bother green', 'littl name particularli', 'poni realli shaniqua', 'stephani swag thing word']","{'Segment-1': ['backpack', 'bother', 'green'], 'Segment-2': ['littl', 'name', 'particularli'], 'Segment-3': ['poni', 'realli', 'shaniqua'], 'Segment-4': ['stephani', 'swag', 'thing', 'word']}","[['backpack', 'bother', 'green'], ['littl', 'name', 'particularli'], ['poni', 'realli', 'shaniqua'], ['stephani', 'swag', 'thing', 'word']]","['Topic: Green Backpack Bother', 'Topic: Little Name Particularly.', 'Topic: Poni Realli Shaniqua', ""Topic: Stephani's Swag Thing.""]"
Sgft8hdy2sg,applaus la music sh,"['House', 'The Sims', '', 'The Sims 3']",,"['applaus', 'la', 'music', 'sh']","{'Segment-1': ['applaus'], 'Segment-2': ['la'], 'Segment-3': ['music'], 'Segment-4': ['sh']}","[['applaus'], ['la'], ['music'], ['sh']]","['Topic: Applause', 'Topic: words, topic, coherent.', 'Topic: Music.', 'Topic: Words and coherence.']"
CtDioI5wPDg,bh blend bobbi brush bun bundl conceal cosmet creas gel go hair im liner lip palett pin slick wrap,"['Cosmetics', 'Hair', 'Hairstyle', 'Eye shadow', 'Lipstick']",,"['bh blend bobbi brush', 'bun bundl conceal cosmet', 'creas gel go hair', 'im liner lip palett pin slick wrap']","{'Segment-1': ['bh', 'blend', 'bobbi', 'brush'], 'Segment-2': ['bun', 'bundl', 'conceal', 'cosmet'], 'Segment-3': ['creas', 'gel', 'go', 'hair'], 'Segment-4': ['im', 'liner', 'lip', 'palett', 'pin']}","[['bh', 'blend', 'bobbi', 'brush'], ['bun', 'bundl', 'conceal', 'cosmet'], ['creas', 'gel', 'go', 'hair'], ['im', 'liner', 'lip', 'palett', 'pin']]","['Topic: Bobbi Brown BH Blend Brush.', 'Topic: Conceal cosmetic bun bundle.', 'Topic: Hair gel for styling.', 'Topic: Lip palette pin.']"
hv3C9aH_hiE,lamb laugh mari patient school teacher,"['Game', 'Cartoon', 'Animation', 'The Walt Disney Company', 'Princess', 'Kristoff (Disney)']",,"['lamb', 'laugh', 'mari', 'patient school teacher']","{'Segment-1': ['lamb'], 'Segment-2': ['laugh'], 'Segment-3': ['mari'], 'Segment-4': ['patient', 'school', 'teacher']}","[['lamb'], ['laugh'], ['mari'], ['patient', 'school', 'teacher']]","['Topic: Lamb.', 'Topic: Laughter', 'Topic: MARI', 'Topic: Patient care in school by teachers.']"
5yyGUlJgvhM,accelera aint centr central conc crumbl cz degener destr dum en energi eneri escap flawless free gradual inali inescap maintain matter music offset onest particl quo relea sens shatter simpl simplic societ spiral tiniest tragic turn,['Music video'],,"['accelera aint centr central conc crumbl cz degener destr', 'dum en energi eneri escap flawless free gradual inali', 'inescap maintain matter music offset onest particl quo relea', 'sens shatter simpl simplic societ spiral tiniest tragic turn']","{'Segment-1': ['accelera', 'aint', 'centr', 'central', 'conc'], 'Segment-2': ['dum', 'en', 'energi', 'eneri', 'escap'], 'Segment-3': ['inescap', 'maintain', 'matter', 'music', 'offset'], 'Segment-4': ['sens', 'shatter', 'simpl', 'simplic', 'societ']}","[['accelera', 'aint', 'centr', 'central', 'conc'], ['dum', 'en', 'energi', 'eneri', 'escap'], ['inescap', 'maintain', 'matter', 'music', 'offset'], ['sens', 'shatter', 'simpl', 'simplic', 'societ']]","['Topic: Central Acceleration', 'Topic: Energy escape.', 'Topic: Inescapable Matter of Music Offset.', 'Topic: Sens shatter simpl simplic societ.']"
5yK-mQzAgiM,access avail bad bodybuild drug flexibl inform lack legitim mainstream mobil movement nutrit nutritionist peopl physic sedentari steroid train trainer,"['Weight training', 'Squat (exercise)']",,"['access avail bad bodybuild drug', 'flexibl inform lack legitim mainstream', 'mobil movement nutrit nutritionist peopl', 'physic sedentari steroid train trainer']","{'Segment-1': ['access', 'avail', 'bad', 'bodybuild', 'drug'], 'Segment-2': ['flexibl', 'inform', 'lack', 'legitim', 'mainstream'], 'Segment-3': ['mobil', 'movement', 'nutrit', 'nutritionist', 'peopl'], 'Segment-4': ['physic', 'sedentari', 'steroid', 'train', 'trainer']}","[['access', 'avail', 'bad', 'bodybuild', 'drug'], ['flexibl', 'inform', 'lack', 'legitim', 'mainstream'], ['mobil', 'movement', 'nutrit', 'nutritionist', 'peopl'], ['physic', 'sedentari', 'steroid', 'train', 'trainer']]","['Topic: Bad Bodybuilding Drug Access', 'Topic: Flexibility in Mainstream Legitimacy Lack.', 'Topic: Mobil movement for nutrition by nutritionists for people.', 'Topic: Physic Sedentari Steroid Train Trainer.']"
_Z1JnYXFlQE,big cancer come drunk face guy halo im man match oh seriou swa,['Halo (series)'],,"['big cancer come', 'drunk face guy', 'halo im man', 'match oh seriou swa']","{'Segment-1': ['big', 'cancer', 'come'], 'Segment-2': ['drunk', 'face', 'guy'], 'Segment-3': ['halo', 'im', 'man'], 'Segment-4': ['match', 'oh', 'seriou', 'swa']}","[['big', 'cancer', 'come'], ['drunk', 'face', 'guy'], ['halo', 'im', 'man'], ['match', 'oh', 'seriou', 'swa']]","['Topic: Big Cancer Come.', 'Topic: Drunk Face Guy', 'Topic: Halo Im Man', 'Topic: Match Oh Seriou Swa.']"
_gBUmxHVf_E,bait big cast fall fish flip jig like mean pitch skinni tube underhand water your,"['Fishing', 'Outdoor recreation', 'Recreational fishing']",,"['bait big cast', 'fall fish flip', 'jig like mean', 'pitch skinni tube underhand water your']","{'Segment-1': ['bait', 'big', 'cast'], 'Segment-2': ['fall', 'fish', 'flip'], 'Segment-3': ['jig', 'like', 'mean'], 'Segment-4': ['pitch', 'skinni', 'tube', 'underhand', 'water']}","[['bait', 'big', 'cast'], ['fall', 'fish', 'flip'], ['jig', 'like', 'mean'], ['pitch', 'skinni', 'tube', 'underhand', 'water']]","['Topic: Big bait cast.', 'Topic: Fall Fish Flip', 'Topic: Jig-like movement or meaning.', 'Topic: Pitching a skinny tube underhand into water.']"
MLQ4RFMYdd4,alert apostl canka capit countri critic deserv dr father ghanian given govern india kuafu media peopl public qu recognit safu thing tv,"['Vehicle', 'Car']",,"['alert apostl canka capit countri', 'critic deserv dr father ghanian', 'given govern india kuafu media', 'peopl public qu recognit safu thing tv']","{'Segment-1': ['alert', 'apostl', 'canka', 'capit', 'countri'], 'Segment-2': ['critic', 'deserv', 'dr', 'father', 'ghanian'], 'Segment-3': ['given', 'govern', 'india', 'kuafu', 'media'], 'Segment-4': ['peopl', 'public', 'qu', 'recognit', 'safu']}","[['alert', 'apostl', 'canka', 'capit', 'countri'], ['critic', 'deserv', 'dr', 'father', 'ghanian'], ['given', 'govern', 'india', 'kuafu', 'media'], ['peopl', 'public', 'qu', 'recognit', 'safu']]","['Topic: Alert Apostles in Canka Country.', 'Topic: Critic of Ghanaian Father.', 'Topic: Media Governance in India.', 'Topic: Public recognition of safety.']"
lz13LH7qZl8,anoth blueberri boo collector cross do favorit fr fruit funni ghost gut halloween isnt joke pleas skeleton snowman tell thank tobi vampir video,"['Toy', 'Doll', 'Barbie']",,"['anoth blueberri boo collector cross', 'do favorit fr fruit funni', 'ghost gut halloween isnt joke', 'pleas skeleton snowman tell thank tobi vampir video']","{'Segment-1': ['anoth', 'blueberri', 'boo', 'collector', 'cross'], 'Segment-2': ['do', 'favorit', 'fr', 'fruit', 'funni'], 'Segment-3': ['ghost', 'gut', 'halloween', 'isnt', 'joke'], 'Segment-4': ['pleas', 'skeleton', 'snowman', 'tell', 'thank']}","[['anoth', 'blueberri', 'boo', 'collector', 'cross'], ['do', 'favorit', 'fr', 'fruit', 'funni'], ['ghost', 'gut', 'halloween', 'isnt', 'joke'], ['pleas', 'skeleton', 'snowman', 'tell', 'thank']]","['Topic: Blueberry Boo Collector Cross', 'Topic: Favorite fruit fun.', ""Topic: Ghost gut Halloween isn't joke."", 'Topic: Skeleton snowman.']"
YnuFVEJiusk,bird black cage cck egg feather four hatch hen nest one pair parent she uh young,"['Animal', 'Pet', 'Bird', 'Domestic canary']",,"['bird black cage cck', 'egg feather four hatch', 'hen nest one pair', 'parent she uh young']","{'Segment-1': ['bird', 'black', 'cage', 'cck'], 'Segment-2': ['egg', 'feather', 'four', 'hatch'], 'Segment-3': ['hen', 'nest', 'one', 'pair'], 'Segment-4': ['parent', 'she', 'uh', 'young']}","[['bird', 'black', 'cage', 'cck'], ['egg', 'feather', 'four', 'hatch'], ['hen', 'nest', 'one', 'pair'], ['parent', 'she', 'uh', 'young']]","['Topic: Black bird in cage.', 'Topic: Egg hatch four feather.', 'Topic: Nesting Birds', 'Topic: Young mother.']"
AKSAhmJPDTI,coin divis fifa funni glori guy id like perhap realli road send seri squad team think tobi twitter week would,"['Game', 'Video game', 'Sports game']",,"['coin divis fifa funni glori', 'guy id like perhap realli', 'road send seri squad team', 'think tobi twitter week would']","{'Segment-1': ['coin', 'divis', 'fifa', 'funni', 'glori'], 'Segment-2': ['guy', 'id', 'like', 'perhap', 'realli'], 'Segment-3': ['road', 'send', 'seri', 'squad', 'team'], 'Segment-4': ['think', 'tobi', 'twitter', 'week', 'would']}","[['coin', 'divis', 'fifa', 'funni', 'glori'], ['guy', 'id', 'like', 'perhap', 'realli'], ['road', 'send', 'seri', 'squad', 'team'], ['think', 'tobi', 'twitter', 'week', 'would']]","['Topic: FIFA coin divis funni glori.', ""Topic: Guy I'd like perhaps really."", 'Topic: Road Send Seri Squad Team', ""Topic: Tobi's Twitter Week.""]"
709XNqCbnD4,alarm backup clock featur mode oversleep ultim wake,"['Clock', 'Alarm clock']",,"['alarm backup', 'clock featur', 'mode oversleep', 'ultim wake']","{'Segment-1': ['alarm', 'backup'], 'Segment-2': ['clock', 'featur'], 'Segment-3': ['mode', 'oversleep'], 'Segment-4': ['ultim', 'wake']}","[['alarm', 'backup'], ['clock', 'featur'], ['mode', 'oversleep'], ['ultim', 'wake']]","['Topic: Alarm Backup', 'Topic: Clock feature.', 'Topic: Mode of oversleep.', 'Topic: Ultim Wake']"
yTSCq2O3BIs,build card comment deck digimon give gonna good guy im particular particularli profil stuff test thing work,"['Game', 'Card game', 'Playing card', 'Yu-Gi-Oh! Trading Card Game', 'Collectible card game']",,"['build card comment deck', 'digimon give gonna good', 'guy im particular particularli', 'profil stuff test thing work']","{'Segment-1': ['build', 'card', 'comment', 'deck'], 'Segment-2': ['digimon', 'give', 'gonna', 'good'], 'Segment-3': ['guy', 'im', 'particular', 'particularli'], 'Segment-4': ['profil', 'stuff', 'test', 'thing', 'work']}","[['build', 'card', 'comment', 'deck'], ['digimon', 'give', 'gonna', 'good'], ['guy', 'im', 'particular', 'particularli'], ['profil', 'stuff', 'test', 'thing', 'work']]","['Topic: Build a card comment deck.', 'Topic: Digimon is good.', 'Topic: Guy in particular.', 'Topic: Profile work test stuff thing']"
H-aKUEwQbWI,babi blanket bobin bug cat corner doug edg fabric fold hem iron kitti line piec pin red she there thread tricki underneath wendi yard,"['Animal', 'Pet', 'Cat', 'Sewing', 'Textile']",,"['babi blanket bobin bug cat corner', 'doug edg fabric fold hem iron', 'kitti line piec pin red she', 'there thread tricki underneath wendi yard']","{'Segment-1': ['babi', 'blanket', 'bobin', 'bug', 'cat'], 'Segment-2': ['doug', 'edg', 'fabric', 'fold', 'hem'], 'Segment-3': ['kitti', 'line', 'piec', 'pin', 'red'], 'Segment-4': ['there', 'thread', 'tricki', 'underneath', 'wendi']}","[['babi', 'blanket', 'bobin', 'bug', 'cat'], ['doug', 'edg', 'fabric', 'fold', 'hem'], ['kitti', 'line', 'piec', 'pin', 'red'], ['there', 'thread', 'tricki', 'underneath', 'wendi']]","['Topic: Babi blanket bobin bug cat.', 'Topic: Doug Edg Fabric Fold Hem', 'Topic: Kitti Line Piec Pin Red', 'Topic: Thread trick underneath Wendi.']"
08MBRQ9NYuM,bodyguard butler dang death die episod fish guy he hit invis jeez kill know like oh right see surviv sword um yeah,"['Game', 'Video game', 'Minecraft']",,"['bodyguard butler dang death die', 'episod fish guy he hit', 'invis jeez kill know like', 'oh right see surviv sword um yeah']","{'Segment-1': ['bodyguard', 'butler', 'dang', 'death', 'die'], 'Segment-2': ['episod', 'fish', 'guy', 'he', 'hit'], 'Segment-3': ['invis', 'jeez', 'kill', 'know', 'like'], 'Segment-4': ['oh', 'right', 'see', 'surviv', 'sword']}","[['bodyguard', 'butler', 'dang', 'death', 'die'], ['episod', 'fish', 'guy', 'he', 'hit'], ['invis', 'jeez', 'kill', 'know', 'like'], ['oh', 'right', 'see', 'surviv', 'sword']]","['Topic: Bodyguard butler death.', 'Topic: Fish episode with a guy who hit.', 'Topic: Invis jeez kill know like.', 'Topic: Survivorship and swordsmanship.']"
Su7Jxc8VeDI,chair clue dont draw drawer find hunt lava map mhm nuggin oh open palac say treasur upstair us whatsoev wo,"['Animal', 'Pet', 'Toy', 'Dog', 'Puppy']",,"['chair clue dont draw drawer', 'find hunt lava map mhm', 'nuggin oh open palac say', 'treasur upstair us whatsoev wo']","{'Segment-1': ['chair', 'clue', 'dont', 'draw', 'drawer'], 'Segment-2': ['find', 'hunt', 'lava', 'map', 'mhm'], 'Segment-3': ['nuggin', 'oh', 'open', 'palac', 'say'], 'Segment-4': ['treasur', 'upstair', 'us', 'whatsoev', 'wo']}","[['chair', 'clue', 'dont', 'draw', 'drawer'], ['find', 'hunt', 'lava', 'map', 'mhm'], ['nuggin', 'oh', 'open', 'palac', 'say'], ['treasur', 'upstair', 'us', 'whatsoev', 'wo']]","['Topic: Chair drawer clue dont draw.', 'Topic: Find Hunt Lava Map Mhm.', 'Topic: Nuggin Oh Open Palac Say.', 'Topic: Treasure upstairs.']"
SvWZ-nwFSsg,build coloni color eyepop flexibl fun furnitur gorilla liven magic make neon nonstop plu roo room root row stick within,"['Toy', 'Television advertisement', 'Infomercial']",,"['build coloni color eyepop flexibl', 'fun furnitur gorilla liven magic', 'make neon nonstop plu roo', 'room root row stick within']","{'Segment-1': ['build', 'coloni', 'color', 'eyepop', 'flexibl'], 'Segment-2': ['fun', 'furnitur', 'gorilla', 'liven', 'magic'], 'Segment-3': ['make', 'neon', 'nonstop', 'plu', 'roo'], 'Segment-4': ['room', 'root', 'row', 'stick', 'within']}","[['build', 'coloni', 'color', 'eyepop', 'flexibl'], ['fun', 'furnitur', 'gorilla', 'liven', 'magic'], ['make', 'neon', 'nonstop', 'plu', 'roo'], ['room', 'root', 'row', 'stick', 'within']]","['Topic: Build flexible colonies with colorful eye-popping designs.', 'Topic: Fun furniture gorilla living magic.', 'Topic: Neon Plu Roo Nonstop', 'Topic: Room Root Row Stick Within']"
DcyGXhtZg68,eagl eli giant line man manningham nick pressur rush samuel shotgun snap throw yd,"['Game', 'Video game', 'Sports game', 'Madden NFL', 'Madden NFL 12']",,"['eagl eli giant', 'line man manningham', 'nick pressur rush', 'samuel shotgun snap throw yd']","{'Segment-1': ['eagl', 'eli', 'giant'], 'Segment-2': ['line', 'man', 'manningham'], 'Segment-3': ['nick', 'pressur', 'rush'], 'Segment-4': ['samuel', 'shotgun', 'snap', 'throw', 'yd']}","[['eagl', 'eli', 'giant'], ['line', 'man', 'manningham'], ['nick', 'pressur', 'rush'], ['samuel', 'shotgun', 'snap', 'throw', 'yd']]","['Topic: Eagle Eli Giant', ""Topic: Manningham man's line."", ""Topic: Nick's pressurized rush."", ""Topic: Samuel's shotgun snap throw for yards.""]"
DejjiM1bxGc,hey,"['Game', 'Video game', 'PlayStation Portable']",,"['hey', '', '', '']","{'Segment-1': ['hey'], 'Segment-2': [], 'Segment-3': [], 'Segment-4': []}","[['hey'], [], [], []]","['Topic: Representation of a topic using specific words.', 'Topic: Words and Topics', 'Topic: Technology and Innovation.', 'Topic: Words representing a topic.']"
G0JwGcJoSFA,applaus athlet cant event jump mark meter music previou result throw,"['Game', 'Video game', 'Sports game', 'Kinect']",,"['applaus athlet', 'cant event', 'jump mark', 'meter music previou result throw']","{'Segment-1': ['applaus', 'athlet'], 'Segment-2': ['cant', 'event'], 'Segment-3': ['jump', 'mark'], 'Segment-4': ['meter', 'music', 'previou', 'result', 'throw']}","[['applaus', 'athlet'], ['cant', 'event'], ['jump', 'mark'], ['meter', 'music', 'previou', 'result', 'throw']]","['Topic: Athletic Applause', 'Topic: cant event', 'Topic: Creative Writing Techniques', 'Topic: Music meter and previous result.']"
TeqeqFw_Jjo,juss media music russ russel,['Music video'],,"['juss', 'media', 'music', 'russ russel']","{'Segment-1': ['juss'], 'Segment-2': ['media'], 'Segment-3': ['music'], 'Segment-4': ['russ', 'russel']}","[['juss'], ['media'], ['music'], ['russ', 'russel']]","['Topic: Words representing a topic.', 'Topic: Media', 'Topic: Music.', 'Topic: Russ Russell']"
9UcWuyG4e28,assembl cut disc dowel drill glu glue handl hole long music nut part piec plywood rod sander templat thread washer,"['Wood', 'Tool']",,"['assembl cut disc dowel drill', 'glu glue handl hole long', 'music nut part piec plywood', 'rod sander templat thread washer']","{'Segment-1': ['assembl', 'cut', 'disc', 'dowel', 'drill'], 'Segment-2': ['glu', 'glue', 'handl', 'hole', 'long'], 'Segment-3': ['music', 'nut', 'part', 'piec', 'plywood'], 'Segment-4': ['rod', 'sander', 'templat', 'thread', 'washer']}","[['assembl', 'cut', 'disc', 'dowel', 'drill'], ['glu', 'glue', 'handl', 'hole', 'long'], ['music', 'nut', 'part', 'piec', 'plywood'], ['rod', 'sander', 'templat', 'thread', 'washer']]","['Topic: Assembly of cut disc and dowel using drill.', 'Topic: Glue handling for long holes.', 'Topic: Music nut part piec plywood.', 'Topic: Rod sander template thread washer.']"
I0QBNoKcm5s,applaus baggag believ coast deo diesel dont dsei fith hear mick music need node piti readi republ ticket train,"['Concert', 'Musician', 'Performance art', 'String instrument', 'Musical ensemble']",,"['applaus baggag believ coast', 'deo diesel dont dsei', 'fith hear mick music', 'need node piti readi republ ticket train']","{'Segment-1': ['applaus', 'baggag', 'believ', 'coast'], 'Segment-2': ['deo', 'diesel', 'dont', 'dsei'], 'Segment-3': ['fith', 'hear', 'mick', 'music'], 'Segment-4': ['need', 'node', 'piti', 'readi', 'republ']}","[['applaus', 'baggag', 'believ', 'coast'], ['deo', 'diesel', 'dont', 'dsei'], ['fith', 'hear', 'mick', 'music'], ['need', 'node', 'piti', 'readi', 'republ']]","['Topic: Applause for baggage on the coast.', ""Topic: Diesel Don't Dsei."", 'Topic: Music by Mick Hear.', 'Topic: Node Piti Readi Republ']"
I4kGQecOlqo,bell cameron campbel contest david epitom eyesor fetch fur girvin greet heard hunk hurrican im jingl lover mentor next peer play poster sandi shuffl stranger tent,['Dance'],,"['bell cameron campbel contest david epitom', 'eyesor fetch fur girvin greet heard', 'hunk hurrican im jingl lover mentor', 'next peer play poster sandi shuffl stranger tent']","{'Segment-1': ['bell', 'cameron', 'campbel', 'contest', 'david'], 'Segment-2': ['eyesor', 'fetch', 'fur', 'girvin', 'greet'], 'Segment-3': ['hunk', 'hurrican', 'im', 'jingl', 'lover'], 'Segment-4': ['next', 'peer', 'play', 'poster', 'sandi']}","[['bell', 'cameron', 'campbel', 'contest', 'david'], ['eyesor', 'fetch', 'fur', 'girvin', 'greet'], ['hunk', 'hurrican', 'im', 'jingl', 'lover'], ['next', 'peer', 'play', 'poster', 'sandi']]","['Topic: Bell Cameron Campbell Contest David', 'Topic: Eyesor Fetch Fur Girvin Greet', 'Topic: Hunk Hurricane Im Jingl Lover', 'Topic: Peer Play Poster Sandi']"
I4HP8zaSLN0,didnt down drive everyon experi find half lamborghini list look loop match papa part phoenix pop real resid rich social spend up,"['Vehicle', 'Car', 'Driving', 'Supercar', 'Lamborghini']",,"['didnt down drive everyon experi', 'find half lamborghini list look', 'loop match papa part phoenix', 'pop real resid rich social spend up']","{'Segment-1': ['didnt', 'down', 'drive', 'everyon', 'experi'], 'Segment-2': ['find', 'half', 'lamborghini', 'list', 'look'], 'Segment-3': ['loop', 'match', 'papa', 'part', 'phoenix'], 'Segment-4': ['pop', 'real', 'resid', 'rich', 'social']}","[['didnt', 'down', 'drive', 'everyon', 'experi'], ['find', 'half', 'lamborghini', 'list', 'look'], ['loop', 'match', 'papa', 'part', 'phoenix'], ['pop', 'real', 'resid', 'rich', 'social']]","[""Topic: Everyone didn't drive down every experience."", 'Topic: Half Lamborghini list.', 'Topic: Loop match papa part phoenix.', 'Topic: Pop social rich resid.']"
HqVsiVL25rs,altern apart bar bend bolt bracket chevi disconnect loosen okay pull pulley right take termin un way,"['Vehicle', 'Car', 'Engine', '']",,"['altern apart bar bend', 'bolt bracket chevi disconnect', 'loosen okay pull pulley', 'right take termin un way']","{'Segment-1': ['altern', 'apart', 'bar', 'bend'], 'Segment-2': ['bolt', 'bracket', 'chevi', 'disconnect'], 'Segment-3': ['loosen', 'okay', 'pull', 'pulley'], 'Segment-4': ['right', 'take', 'termin', 'un', 'way']}","[['altern', 'apart', 'bar', 'bend'], ['bolt', 'bracket', 'chevi', 'disconnect'], ['loosen', 'okay', 'pull', 'pulley'], ['right', 'take', 'termin', 'un', 'way']]","['Topic: Alternating bars that bend.', 'Topic: Bolt bracket disconnect chevi.', 'Topic: Loosen okay pull pulley.', 'Topic: Termination in a specific manner.']"
9GTQ0-XL6lU,music ste,"['Game', 'Basketball', 'Basketball moves']",,"['music', 'ste', '', '']","{'Segment-1': ['music'], 'Segment-2': ['ste'], 'Segment-3': [], 'Segment-4': []}","[['music'], ['ste'], [], []]","['Topic: Music', 'Topic: Leadership Techniques', 'Topic: Sustainability and Renewable Energy.', 'Topic: Friendship and Connection.']"
BR18Z_yhddI,applaus fore foreign music oh spee yeah youe,"['Hair', 'Hairstyle', 'Hair iron']",,"['applaus fore', 'foreign music', 'oh spee', 'yeah youe']","{'Segment-1': ['applaus', 'fore'], 'Segment-2': ['foreign', 'music'], 'Segment-3': ['oh', 'spee'], 'Segment-4': ['yeah', 'youe']}","[['applaus', 'fore'], ['foreign', 'music'], ['oh', 'spee'], ['yeah', 'youe']]","['Topic: Applause For', 'Topic: Foreign Music', 'Topic: Speech.', 'Topic: Communication Skills.']"
